22,0.2,2,25,2
23,0.6,6,23,5
19,0.7,8,22,4
20,0.8,2,29,2
18,0.5,1,20,6
20,0.3,3,5,1
19,0,5,6,2
18,0.1,4,8,3
20,1,3,2,5
18,1.2,2,24,9
22,1.3,8,3,4
21,1.1,4,16,6
23,0.9,6,2,2
24,0.2,9,53,3
20,0.3,5,32,4
18,0.5,8,6,8
19,0.2,7,6,4
